"","car_brand","car_model","car_name","production_year","body_type","drive_wheels","engine_displacement","number_of_cylinders","transmission_type","horse_power","fuel_type","seat_capacity","price_new"
"5121","TOYOTA","Aqua","TOYOTA Aqua",2015,"Hatchback","FWD",1.5,4,"automatic",112,"petrol",5,23760
"5122","HONDA","Stream","HONDA Stream",2004,"Minivan","FWD",1.7,4,"automatic",128,"petrol",5,36784
"5123","LEXUS","GX 460","LEXUS GX 460",2011,"SUV","AWD",4.6,8,"automatic",345,"petrol",5,50160
"5124","MERCEDES-BENZ","Vito","MERCEDES-BENZ Vito",2005,"Minivan","RWD",2.2,4,"manual",165,"diesel",5,38880
"5125","TOYOTA","Camry","TOYOTA Camry",2013,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,33152
"5126","LEXUS","CT 200h","LEXUS CT 200h",2012,"Hatchback","FWD",1.8,4,"variator",135,"hybrid",5,25764
"5127","MERCEDES-BENZ","ML 350","MERCEDES-BENZ ML 350",2005,"SUV","AWD",3.5,6,"tiptronic",262,"petrol",5,47520
"5128","VOLKSWAGEN","Tiguan","VOLKSWAGEN Tiguan",2013,"SUV","FWD",2.5,4,"tiptronic",188,"petrol",5,35840
"5129","FORD","Transit","FORD Transit",1992,"Minivan","RWD",2.5,4,"manual",188,"diesel",5,44688
"5130","HYUNDAI","H1","HYUNDAI H1",2009,"Minivan","FWD",2.5,4,"automatic",188,"diesel",5,38976
"5131","HYUNDAI","Sonata","HYUNDAI Sonata",2016,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30084
"5132","FORD","B-MAX","FORD B-MAX",2011,"SUV","FWD",3.5,6,"automatic",262,"petrol",5,45144
"5133","MERCEDES-BENZ","ML 500","MERCEDES-BENZ ML 500",2002,"SUV","AWD",5,8,"tiptronic",375,"cng",5,56088
"5134","HYUNDAI","Tucson","HYUNDAI Tucson",2010,"SUV","FWD",2,4,"automatic",150,"diesel",5,38640
"5135","INFINITI","FX35","INFINITI FX35",2005,"SUV","AWD",3.5,6,"tiptronic",262,"petrol",5,47520
"5136","FORD","C-MAX","FORD C-MAX",2013,"Sedan","FWD",2,4,"automatic",150,"plug-in hybrid",5,30912
"5137","MITSUBISHI","Montero Sport","MITSUBISHI Montero Sport",2004,"SUV","AWD",3,6,"automatic",225,"cng",5,45496
"5138","HYUNDAI","H1","HYUNDAI H1",2016,"Wagon","FWD",2.5,4,"automatic",188,"diesel",5,31174
"5139","HYUNDAI","Sonata","HYUNDAI Sonata",2013,"Sedan","FWD",2,4,"automatic",150,"petrol",5,30912
"5140","BMW","X1 28Xdrive","BMW X1 28Xdrive",2014,"SUV","AWD",2.5,4,"tiptronic",188,"petrol",5,35520
"5141","CHEVROLET","Malibu LT","CHEVROLET Malibu LT",2016,"Sedan","FWD",2,4,"automatic",150,"petrol",5,28340
"5142","BMW","X5 restilling","BMW X5 restilling",2010,"SUV","AWD",2.5,6,"tiptronic",188,"petrol",5,36800
"5143","DAEWOO","Lacetti","DAEWOO Lacetti",2009,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,30160
"5144","FORD","Fusion","FORD Fusion",2016,"Sedan","FWD",2,4,"automatic",150,"hybrid",5,30084
"5145","MERCEDES-BENZ","ML 320","MERCEDES-BENZ ML 320",2000,"SUV","AWD",3.2,6,"tiptronic",240,"petrol",5,48000
"5146","MERCEDES-BENZ","A 190","MERCEDES-BENZ A 190",2001,"Hatchback","FWD",1.9,4,"tiptronic",142,"petrol",5,28768
"5147","TOYOTA","Highlander","TOYOTA Highlander",2011,"SUV","AWD",3.5,6,"automatic",262,"petrol",5,45144
"5148","FORD","Focus Fokusi","FORD Focus Fokusi",2004,"Sedan","FWD",2,4,"manual",150,"diesel",5,31460
"5149","NISSAN","Juke","NISSAN Juke",2013,"SUV","AWD",1.6,4,"automatic",120,"petrol",5,35840
"5150","JEEP","Grand Cherokee","JEEP Grand Cherokee",2014,"SUV","FWD",3,6,"automatic",225,"diesel",5,41736
"5151","TOYOTA","CHR","TOYOTA CHR",2019,"SUV","FWD",2,4,"automatic",150,"petrol",5,35616
"5152","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2012,"Sedan","RWD",3,6,"automatic",225,"diesel",5,35708
"5153","MAZDA","Premacy","MAZDA Premacy",2003,"Minivan","FWD",1.8,4,"automatic",135,"petrol",5,37576
"5154","TOYOTA","Camry","TOYOTA Camry",2012,"Sedan","FWD",2.5,4,"tiptronic",188,"petrol",5,33448
"5155","MERCEDES-BENZ","Sprinter","MERCEDES-BENZ Sprinter",2008,"Minivan","RWD",2.4,4,"manual",180,"diesel",5,35100
"5156","SKODA","Fabia","SKODA Fabia",2009,"Hatchback","FWD",1.6,3,"manual",120,"diesel",5,25520
"5157","TOYOTA","Prius","TOYOTA Prius",2010,"Sedan","FWD",1.8,4,"automatic",135,"hybrid",5,30820
"5158","FORD","Focus","FORD Focus",2014,"Hatchback","FWD",2,4,"automatic",150,"petrol",5,26196
"5159","HYUNDAI","Elantra","HYUNDAI Elantra",2012,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,29380
"5160","HYUNDAI","Elantra","HYUNDAI Elantra",2018,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,27820
"5161","SUZUKI","SX4","SUZUKI SX4",2008,"SUV","AWD",2,4,"automatic",150,"petrol",5,39312
"5162","TOYOTA","CHR","TOYOTA CHR",2018,"SUV","FWD",2,4,"automatic",150,"petrol",5,35952
"5163","LEXUS","IS 250 რესტაილინგი","LEXUS IS 250 რესტაილინგი",2011,"Sedan","RWD",2.5,6,"tiptronic",188,"petrol",5,33744
"5164","HYUNDAI","Tucson","HYUNDAI Tucson",2012,"SUV","FWD",2.4,4,"automatic",180,"petrol",5,39776
"5165","SSANGYONG","REXTON","SSANGYONG REXTON",2013,"SUV","FWD",2,4,"automatic",150,"diesel",5,37632
"5166","HYUNDAI","Santa FE","HYUNDAI Santa FE",2013,"SUV","FWD",2.2,4,"automatic",165,"diesel",5,38528
"5167","TOYOTA","Prius","TOYOTA Prius",2008,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,25272
"5168","TOYOTA","Aqua","TOYOTA Aqua",2013,"Sedan","FWD",1.5,4,"automatic",112,"hybrid",5,28672
"5169","HYUNDAI","Sonata","HYUNDAI Sonata",2016,"Sedan","AWD",2.4,4,"tiptronic",180,"petrol",5,31828
"5170","DAEWOO","Gentra","DAEWOO Gentra",2009,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,30160
"5171","BMW","335 335i","BMW 335 335i",2008,"Sedan","RWD",2,6,"manual",150,"petrol",5,30420
"5172","HYUNDAI","Santa FE","HYUNDAI Santa FE",2019,"SUV","FWD",2,4,"automatic",150,"diesel",5,35616
"5173","KIA","Optima","KIA Optima",2013,"Sedan","FWD",2.4,4,"tiptronic",180,"hybrid",5,32704
"5174","TOYOTA","Prius C","TOYOTA Prius C",2013,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,24192
"5175","FORD","Fusion","FORD Fusion",2013,"Sedan","FWD",2,4,"automatic",150,"petrol",5,29120
"5176","SSANGYONG","REXTON","SSANGYONG REXTON",2009,"SUV","FWD",2.7,4,"automatic",202,"diesel",5,42224
"5177","TOYOTA","Camry","TOYOTA Camry",2013,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,33152
"5178","LEXUS","IS 200","LEXUS IS 200",2016,"Sedan","RWD",2,4,"automatic",150,"petrol",5,30084
"5179","LEXUS","RX 400 RESTAILING","LEXUS RX 400 RESTAILING",2008,"SUV","AWD",3.3,6,"automatic",248,"hybrid",5,45396
"5180","VOLKSWAGEN","Vento","VOLKSWAGEN Vento",1997,"Sedan","FWD",1.8,4,"manual",135,"cng",5,34304
"5181","HYUNDAI","Sonata","HYUNDAI Sonata",2010,"Sedan","FWD",2,4,"automatic",150,"lpg",5,31740
"5182","SCION","tC","SCION tC",2014,"Coupe","FWD",2.5,4,"tiptronic",188,"petrol",4,35076
"5183","CHEVROLET","Orlando","CHEVROLET Orlando",2016,"SUV","FWD",1.6,4,"automatic",120,"diesel",5,34880
"5184","TOYOTA","Tacoma","TOYOTA Tacoma",2014,"Sedan","RWD",4,6,"automatic",300,"petrol",5,39516
"5185","CHEVROLET","Cruze","CHEVROLET Cruze",2012,"Sedan","FWD",1.8,4,"automatic",135,"petrol",5,30284
"5186","FORD","C-MAX","FORD C-MAX",2014,"Hatchback","FWD",2,4,"automatic",150,"hybrid",5,26196
"5187","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2008,"Sedan","RWD",3,6,"automatic",225,"diesel",5,36972
"5188","HYUNDAI","Sonata","HYUNDAI Sonata",2016,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30084
"5189","DODGE","Intrepid","DODGE Intrepid",1999,"Sedan","FWD",2.7,6,"automatic",202,"petrol",5,38304
"5190","HYUNDAI","H1","HYUNDAI H1",2008,"Wagon","FWD",2.5,4,"automatic",188,"diesel",5,33462
"5191","TOYOTA","Prius","TOYOTA Prius",2011,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,25992
"5192","KIA","Sportage","KIA Sportage",2007,"SUV","FWD",2,4,"automatic",150,"diesel",5,39648
"5193","SSANGYONG","Actyon","SSANGYONG Actyon",2016,"SUV","FWD",1.6,4,"automatic",120,"diesel",5,34880
"5194","INFINITI","EX37","INFINITI EX37",2012,"Hatchback","AWD",3.3,6,"automatic",248,"petrol",5,32544
"5195","HONDA","Stream","HONDA Stream",2004,"Minivan","FWD",1.7,4,"automatic",128,"petrol",5,36784
"5196","LEXUS","GX 460","LEXUS GX 460",2012,"SUV","AWD",4.6,8,"automatic",345,"petrol",5,49720
"5197","LEXUS","RX 400 HYBRID","LEXUS RX 400 HYBRID",2008,"SUV","AWD",3.3,6,"automatic",248,"hybrid",5,45396
"5198","CHEVROLET","Volt","CHEVROLET Volt",2014,"Hatchback","FWD",1.4,4,"automatic",105,"hybrid",5,23532
"5199","VOLKSWAGEN","Passat","VOLKSWAGEN Passat",2002,"Sedan","FWD",2,4,"tiptronic",150,"petrol",5,31980
"5200","OPEL","Combo","OPEL Combo",2003,"Sedan","FWD",1.7,4,"manual",128,"diesel",5,32208
"5201","BMW","X5","BMW X5",2016,"SUV","AWD",2,4,"automatic",150,"hybrid",5,36624
"5202","TOYOTA","Camry","TOYOTA Camry",2015,"Sedan","FWD",2.5,4,"variator",188,"hybrid",5,32560
"5203","SUBARU","Forester","SUBARU Forester",2005,"SUV","AWD",2.5,4,"manual",188,"petrol",5,38400
"5204","HONDA","Elysion","HONDA Elysion",2005,"Minivan","AWD",2.4,4,"tiptronic",180,"petrol",5,39840
"5205","TOYOTA","RAV 4","TOYOTA RAV 4",2015,"SUV","AWD",2.5,4,"automatic",188,"petrol",5,39160
"5206","HYUNDAI","Elantra","HYUNDAI Elantra",2013,"SUV","FWD",1.8,4,"automatic",135,"petrol",5,36736
"5207","HYUNDAI","Santa FE","HYUNDAI Santa FE",2017,"Sedan","FWD",2.4,4,"automatic",180,"petrol",5,31536
"5208","LEXUS","GX 470","LEXUS GX 470",2009,"SUV","AWD",4.7,8,"automatic",352,"petrol",5,51504
"5209","TOYOTA","Prius ფლაგინი","TOYOTA Prius ფლაგინი",2012,"Hatchback","FWD",1.8,4,"automatic",135,"plug-in hybrid",5,25764
"5210","MITSUBISHI","Outlander","MITSUBISHI Outlander",2002,"SUV","FWD",2.4,4,"tiptronic",180,"cng",5,43296
"5211","HYUNDAI","Tucson","HYUNDAI Tucson",2016,"SUV","FWD",2,4,"automatic",150,"diesel",5,36624
"5212","NISSAN","Juke","NISSAN Juke",2012,"SUV","AWD",1.6,4,"automatic",120,"petrol",5,36160
"5213","BMW","528","BMW 528",1998,"Sedan","RWD",2.8,6,"manual",210,"petrol",5,39116
"5214","BMW","535","BMW 535",2009,"Sedan","RWD",2,6,"tiptronic",150,"petrol",5,30160
"5215","TOYOTA","Camry","TOYOTA Camry",2012,"Sedan","FWD",2.5,4,"variator",188,"hybrid",5,33448
"5216","MAZDA","CX-9","MAZDA CX-9",2013,"Sedan","AWD",3.7,6,"automatic",278,"petrol",5,38528
"5217","HYUNDAI","H1","HYUNDAI H1",2009,"Minivan","FWD",2.5,4,"automatic",188,"diesel",5,38976
"5218","NISSAN","Altima","NISSAN Altima",2017,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,31968
"5219","HYUNDAI","H1","HYUNDAI H1",2017,"Wagon","FWD",2.5,4,"automatic",188,"diesel",5,30888
"5220","TOYOTA","Prius","TOYOTA Prius",2012,"Sedan","FWD",1.8,4,"automatic",135,"hybrid",5,30284
"5221","NISSAN","Tiida","NISSAN Tiida",2006,"Sedan","FWD",1.6,4,"automatic",120,"lpg",5,30940
"5222","TOYOTA","Prius","TOYOTA Prius",2011,"Coupe","FWD",1.8,4,"automatic",135,"hybrid",4,32832
"5223","ZAZ","969 968m","ZAZ 969 968m",1989,"Coupe","FWD",0.8,3,"manual",60,"petrol",4,33728
"5224","OPEL","Astra","OPEL Astra",2003,"Sedan","FWD",1.9,2,"manual",142,"petrol",5,33184
"5225","TOYOTA","Camry","TOYOTA Camry",2018,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,31672
"5226","HYUNDAI","Elantra","HYUNDAI Elantra",2011,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,29640
"5227","NISSAN","March","NISSAN March",2002,"Sedan","AWD",1.4,4,"automatic",105,"petrol",5,30996
"5228","TOYOTA","Camry","TOYOTA Camry",2016,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,32264
"5229","MERCEDES-BENZ","Smart","MERCEDES-BENZ Smart",2004,"Hatchback","FWD",1.3,4,"tiptronic",98,"petrol",5,25168
"5230","BMW","X5","BMW X5",2013,"SUV","AWD",3,6,"automatic",225,"diesel",5,42112
"5231","HYUNDAI","Elantra","HYUNDAI Elantra",2015,"Sedan","FWD",1.8,4,"tiptronic",135,"petrol",5,29480
"5232","MAZDA","CX-5 Touring","MAZDA CX-5 Touring",2016,"SUV","FWD",2.5,4,"automatic",188,"petrol",5,38804
"5233","AUDI","A7","AUDI A7",2014,"Hatchback","AWD",3,6,"automatic",225,"petrol",5,30636
"5234","HYUNDAI","Sonata","HYUNDAI Sonata",2016,"Sedan","FWD",2,4,"tiptronic",150,"hybrid",5,30084
"5235","LEXUS","GX 460","LEXUS GX 460",2014,"SUV","AWD",4.6,8,"automatic",345,"petrol",5,48840
"5236","SUBARU","XV","SUBARU XV",2014,"SUV","AWD",2,4,"tiptronic",150,"hybrid",5,37296
"5237","VOLKSWAGEN","Tiguan","VOLKSWAGEN Tiguan",2012,"SUV","FWD",2,4,"automatic",150,"petrol",5,37968
"5238","HONDA","Cr-v","HONDA Cr-v",2011,"SUV","FWD",2.4,4,"automatic",180,"petrol",5,40128
"5239","FORD","Fusion","FORD Fusion",2013,"Sedan","FWD",2,4,"automatic",150,"petrol",5,29120
"5240","HONDA","Edix","HONDA Edix",2004,"Hatchback","FWD",1.6,4,"automatic",120,"petrol",5,26620
"5241","HYUNDAI","Elantra","HYUNDAI Elantra",1999,"Sedan","FWD",2,4,"automatic",150,"petrol",5,34776
"5242","MERCEDES-BENZ","ML 350 BLUETEC","MERCEDES-BENZ ML 350 BLUETEC",2010,"SUV","AWD",2.5,6,"tiptronic",188,"diesel",5,36800
"5243","HYUNDAI","Santa FE","HYUNDAI Santa FE",2016,"SUV","FWD",2,4,"automatic",150,"diesel",5,36624
"5244","HYUNDAI","IX35 2.0","HYUNDAI IX35 2.0",2013,"SUV","AWD",2,10,"tiptronic",150,"petrol",5,37632
"5245","HYUNDAI","Sonata","HYUNDAI Sonata",2017,"Sedan","FWD",2,4,"automatic",150,"petrol",5,29808
"5246","SSANGYONG","Actyon","SSANGYONG Actyon",2016,"SUV","FWD",1.6,4,"automatic",120,"petrol",5,34880
"5247","LEXUS","RX 300","LEXUS RX 300",2002,"SUV","AWD",2.5,6,"automatic",188,"petrol",5,39360
"5248","TOYOTA","Highlander","TOYOTA Highlander",2010,"SUV","AWD",3.3,6,"automatic",248,"hybrid",5,44620
"5249","HYUNDAI","Santa FE","HYUNDAI Santa FE",2016,"SUV","FWD",2,4,"automatic",150,"diesel",5,36624
"5250","OPEL","Zafira","OPEL Zafira",2007,"Wagon","FWD",2,4,"manual",150,"diesel",5,29500
"5251","HYUNDAI","Tucson","HYUNDAI Tucson",2017,"SUV","FWD",1.7,4,"automatic",128,"diesel",5,34992
"5252","VOLKSWAGEN","Touran","VOLKSWAGEN Touran",2004,"Minivan","FWD",2,4,"tiptronic",150,"petrol",5,38236
"5253","CHEVROLET","Impala","CHEVROLET Impala",2018,"Sedan","FWD",3.6,6,"automatic",270,"petrol",5,36380
"5254","CHEVROLET","Cruze","CHEVROLET Cruze",2016,"Sedan","RWD",2,4,"automatic",150,"petrol",5,28340
"5255","HYUNDAI","Sonata","HYUNDAI Sonata",2015,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30360
"5256","HYUNDAI","Elantra","HYUNDAI Elantra",2015,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,28600
"5257","TOYOTA","Camry","TOYOTA Camry",2012,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,33448
"5258","HYUNDAI","Sonata","HYUNDAI Sonata",2013,"Sedan","FWD",2,4,"automatic",150,"petrol",5,30912
"5259","CHEVROLET","Volt","CHEVROLET Volt",2017,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,23328
"5260","LEXUS","GX 460","LEXUS GX 460",2015,"SUV","AWD",4.6,8,"automatic",345,"petrol",5,48400
"5261","KIA","Optima","KIA Optima",2015,"Sedan","FWD",2,4,"automatic",150,"petrol",5,30360
"5262","HYUNDAI","Sonata","HYUNDAI Sonata",2015,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30360
"5263","MERCEDES-BENZ","ML 350","MERCEDES-BENZ ML 350",2011,"SUV","AWD",3.5,6,"automatic",262,"diesel",5,45144
"5264","CHEVROLET","Impala","CHEVROLET Impala",2019,"Sedan","FWD",3.6,6,"automatic",270,"petrol",5,36040
"5265","NISSAN","Frontier","NISSAN Frontier",2016,"Sedan","FWD",4,6,"automatic",300,"petrol",5,38804
"5266","BMW","750 4.8","BMW 750 4.8",2005,"Sedan","RWD",4.8,8,"tiptronic",360,"cng",5,46560
"5267","MERCEDES-BENZ","E 320","MERCEDES-BENZ E 320",2001,"Sedan","RWD",2,6,"tiptronic",150,"diesel",5,32240
"5268","TOYOTA","Camry","TOYOTA Camry",2014,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,32856
"5269","MERCEDES-BENZ","ML 350","MERCEDES-BENZ ML 350",2014,"SUV","AWD",3,6,"automatic",225,"diesel",5,41736
"5270","TOYOTA","Highlander","TOYOTA Highlander",2009,"Sedan","AWD",3.3,6,"automatic",248,"hybrid",5,38048
"5271","MERCEDES-BENZ","GLE 350","MERCEDES-BENZ GLE 350",2017,"SUV","RWD",3.5,6,"automatic",262,"petrol",5,42768
"5272","TOYOTA","Camry","TOYOTA Camry",2013,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,33152
"5273","HYUNDAI","Veloster R-spec","HYUNDAI Veloster R-spec",2014,"Coupe","FWD",2,4,"manual",150,"petrol",4,31080
"5274","MERCEDES-BENZ","ML 350","MERCEDES-BENZ ML 350",2012,"SUV","AWD",4.6,8,"automatic",345,"diesel",5,49720
"5275","DODGE","Ramcharger","DODGE Ramcharger",2016,"Sedan","RWD",5.7,8,"automatic",428,"petrol",5,46216
"5276","JAGUAR","XF","JAGUAR XF",2013,"Sedan","RWD",5,8,"automatic",375,"petrol",5,44352
"5277","HYUNDAI","Sonata","HYUNDAI Sonata",2013,"Sedan","FWD",2,4,"automatic",150,"petrol",5,30912
"5278","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2010,"Sedan","AWD",3.5,6,"automatic",262,"diesel",5,38640
"5279","TOYOTA","Camry","TOYOTA Camry",2015,"Sedan","FWD",2.5,4,"variator",188,"hybrid",5,32560
"5280","RENAULT","Megane","RENAULT Megane",2010,"Hatchback","FWD",1.5,4,"automatic",112,"diesel",5,24840
"5281","TOYOTA","RAV 4","TOYOTA RAV 4",1995,"SUV","AWD",2,4,"automatic",150,"cng",5,43680
"5282","TOYOTA","Vitz RS","TOYOTA Vitz RS",2008,"Hatchback","FWD",1.5,4,"variator",112,"petrol",5,25272
"5283","FORD","Fusion","FORD Fusion",2016,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,32264
"5284","HYUNDAI","Azera","HYUNDAI Azera",2012,"Sedan","FWD",3,6,"automatic",225,"petrol",5,35708
"5285","HYUNDAI","Sonata","HYUNDAI Sonata",2017,"Sedan","FWD",2,4,"automatic",150,"petrol",5,29808
"5286","FORD","Fusion","FORD Fusion",2015,"Sedan","FWD",2,4,"automatic",150,"petrol",5,28600
"5287","SSANGYONG","REXTON","SSANGYONG REXTON",2013,"SUV","FWD",2,4,"automatic",150,"diesel",5,37632
"5288","MERCEDES-BENZ","ML 350","MERCEDES-BENZ ML 350",2015,"SUV","AWD",3.5,6,"automatic",262,"diesel",5,43560
"5289","DAEWOO","Lacetti","DAEWOO Lacetti",2009,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,30160
"5290","SUZUKI","SX4","SUZUKI SX4",2009,"SUV","AWD",2,4,"automatic",150,"petrol",5,38976
"5291","VAZ","2107 07","VAZ 2107 07",1999,"Sedan","RWD",1.7,4,"manual",128,"petrol",5,33264
"5292","HYUNDAI","Santa FE","HYUNDAI Santa FE",2020,"SUV","FWD",2.2,4,"automatic",165,"diesel",5,36120
"5293","TOYOTA","Camry","TOYOTA Camry",2011,"Sedan","AWD",2.5,6,"tiptronic",188,"petrol",5,33744
"5294","TOYOTA","Prius","TOYOTA Prius",2010,"Sedan","FWD",1.8,4,"variator",135,"hybrid",5,30820
"5295","HYUNDAI","Santa FE","HYUNDAI Santa FE",2016,"SUV","FWD",2,4,"automatic",150,"diesel",5,36624
"5296","NISSAN","Altima","NISSAN Altima",2011,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,33744
"5297","NISSAN","Juke","NISSAN Juke",2015,"SUV","AWD",1.6,4,"automatic",120,"petrol",5,35200
"5298","BMW","535","BMW 535",2012,"Sedan","AWD",2,6,"tiptronic",150,"petrol",5,29380
"5299","TOYOTA","Camry","TOYOTA Camry",2013,"Sedan","FWD",2.5,4,"tiptronic",188,"petrol",5,33152
"5300","MITSUBISHI","Colt","MITSUBISHI Colt",2004,"Hatchback","FWD",1.2,4,"variator",90,"petrol",5,24684
"5301","FORD","Transit Custom","FORD Transit Custom",2015,"Minivan","FWD",2.4,4,"manual",180,"diesel",5,33000
"5302","HYUNDAI","Santa FE","HYUNDAI Santa FE",2017,"SUV","FWD",2,4,"automatic",150,"diesel",5,36288
"5303","HYUNDAI","Elantra","HYUNDAI Elantra",2016,"Sedan","FWD",2,4,"automatic",150,"petrol",5,30084
"5304","LEXUS","CT 200h","LEXUS CT 200h",2016,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,24852
"5305","HONDA","Civic","HONDA Civic",2012,"Sedan","FWD",1.5,4,"automatic",112,"hybrid",5,28928
"5306","TOYOTA","Camry","TOYOTA Camry",2014,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,32856
"5307","OPEL","Astra","OPEL Astra",1996,"Wagon","FWD",1.6,4,"manual",120,"cng",5,32250
"5308","TOYOTA","Camry","TOYOTA Camry",2015,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,32560
"5309","HONDA","FIT","HONDA FIT",2016,"Wagon","FWD",1.3,4,"automatic",98,"petrol",5,25942
"5310","ACURA","RDX","ACURA RDX",2014,"SUV","AWD",3.5,6,"automatic",262,"petrol",5,43956
"5311","TOYOTA","Camry","TOYOTA Camry",2013,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,33152
"5312","SSANGYONG","Actyon","SSANGYONG Actyon",2016,"SUV","FWD",1.6,4,"automatic",120,"diesel",5,34880
"5313","VOLVO","960","VOLVO 960",1995,"Sedan","RWD",2.5,6,"automatic",188,"petrol",5,38480
"5314","HONDA","Elysion 3.0","HONDA Elysion 3.0",2004,"Minivan","FWD",3,6,"automatic",225,"petrol",5,43076
"5315","HYUNDAI","Tucson","HYUNDAI Tucson",2015,"SUV","FWD",2,4,"automatic",150,"diesel",5,36960
"5316","BMW","X5","BMW X5",2004,"SUV","AWD",3,6,"tiptronic",225,"petrol",5,45496
"5317","HYUNDAI","Santa FE","HYUNDAI Santa FE",2014,"SUV","FWD",2,4,"automatic",150,"diesel",5,37296
"5318","TOYOTA","Prius","TOYOTA Prius",2011,"Sedan","FWD",1.8,4,"automatic",135,"hybrid",5,30552
"5319","HYUNDAI","Sonata","HYUNDAI Sonata",2017,"Sedan","FWD",2,4,"automatic",150,"lpg",5,29808
"5320","HYUNDAI","Elantra","HYUNDAI Elantra",2018,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,27820
"5321","HYUNDAI","Tucson","HYUNDAI Tucson",2011,"SUV","FWD",2,4,"automatic",150,"diesel",5,38304
"5322","HYUNDAI","Genesis","HYUNDAI Genesis",2010,"Coupe","FWD",2,4,"automatic",150,"petrol",4,34040
"5323","FORD","Explorer","FORD Explorer",2018,"SUV","FWD",2.3,4,"automatic",172,"petrol",5,37236
"5324","TOYOTA","Camry","TOYOTA Camry",2014,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,32856
"5325","SSANGYONG","Actyon","SSANGYONG Actyon",2011,"Sedan","FWD",2,4,"automatic",150,"diesel",5,31464
"5326","HYUNDAI","H1","HYUNDAI H1",2016,"Minivan","FWD",2.5,4,"automatic",188,"diesel",5,36624
"5327","HYUNDAI","H1","HYUNDAI H1",2010,"Minivan","FWD",2.5,4,"automatic",188,"diesel",5,38640
"5328","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2011,"Sedan","RWD",3,6,"automatic",225,"diesel",5,36024
"5329","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2013,"Sedan","AWD",2,6,"automatic",150,"petrol",5,29120
"5330","OPEL","Zafira B","OPEL Zafira B",2007,"Minivan","FWD",2.4,4,"manual",180,"diesel",5,35400
"5331","TOYOTA","Prius","TOYOTA Prius",2009,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,25056
"5332","LEXUS","IS 250","LEXUS IS 250",2014,"Sedan","RWD",2.5,6,"automatic",188,"petrol",5,32856
"5333","LEXUS","GX 470","LEXUS GX 470",2011,"Sedan","AWD",4.6,8,"automatic",345,"petrol",5,43320
"5334","TOYOTA","Camry","TOYOTA Camry",2008,"Sedan","FWD",2.4,4,"automatic",180,"hybrid",5,34164
"5335","FORD","Transit","FORD Transit",1995,"Minivan","RWD",2.5,4,"manual",188,"diesel",5,43680
"5336","AUDI","A7","AUDI A7",2013,"Hatchback","AWD",3,6,"automatic",225,"petrol",5,30912
"5337","TOYOTA","Camry","TOYOTA Camry",2014,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,32856
"5338","FORD","Fusion","FORD Fusion",2013,"Sedan","FWD",2,4,"automatic",150,"hybrid",5,30912
"5339","TOYOTA","CHR","TOYOTA CHR",2018,"SUV","FWD",2,4,"automatic",150,"petrol",5,35952
"5340","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2010,"Sedan","RWD",6.2,8,"automatic",465,"petrol",5,51060
"5341","TOYOTA","Prius 1.5I","TOYOTA Prius 1.5I",2008,"Sedan","FWD",1.5,4,"variator",112,"hybrid",5,29952
"5342","HYUNDAI","Genesis","HYUNDAI Genesis",2010,"Coupe","FWD",2,4,"automatic",150,"petrol",4,34040
